Wall time,Step,Value
1614198073.462819,0,0.3541666567325592
1614198074.431948,1,0.2916666567325592
1614198075.406753,2,0.3541666567325592
1614198076.37957,3,0.3958333432674408
1614198077.348947,4,0.3125
1614198078.318929,5,0.375
1614198079.283152,6,0.3020833432674408
1614198080.2476218,7,0.3333333432674408
1614198081.212443,8,0.3645833432674408
1614198082.185754,9,0.3854166567325592
1614198083.152596,10,0.40625
1614198084.116444,11,0.3541666567325592
1614198085.09125,12,0.46875
1614198086.062966,13,0.3229166567325592
1614198087.031875,14,0.375
1614198088.014589,15,0.4166666567325592
1614198088.987256,16,0.4479166567325592
1614198089.956309,17,0.4583333432674408
1614198090.9251,18,0.5104166865348816
1614198091.891018,19,0.46875
1614198092.866161,20,0.4479166567325592
1614198093.831317,21,0.4375
1614198094.798358,22,0.4583333432674408
1614198095.778264,23,0.46875
1614198096.748464,24,0.5833333134651184
1614198097.728082,25,0.4791666567325592
1614198098.699444,26,0.5625
1614198099.676615,27,0.5104166865348816
1614198100.647947,28,0.5625
1614198101.618568,29,0.5833333134651184
1614198102.593116,30,0.4583333432674408
1614198103.564402,31,0.5625
1614198104.540089,32,0.5833333134651184
1614198105.51395,33,0.4895833432674408
1614198106.493328,34,0.5625
1614198107.472897,35,0.53125
1614198108.449354,36,0.6041666865348816
1614198109.429879,37,0.625
1614198110.409798,38,0.6979166865348816
1614198111.386685,39,0.6666666865348816
1614198112.35816,40,0.6458333134651184
1614198113.332985,41,0.5104166865348816
1614198114.30608,42,0.5520833134651184
1614198115.284042,43,0.6354166865348816
1614198116.257063,44,0.6041666865348816
1614198117.240799,45,0.59375
1614198118.223754,46,0.5520833134651184
1614198119.1972253,47,0.59375
1614198120.175088,48,0.625
1614198121.152479,49,0.7291666865348816
1614198122.1299012,50,0.5729166865348816
1614198123.111553,51,0.5833333134651184
1614198124.083027,52,0.5833333134651184
1614198125.05974,53,0.65625
1614198126.030085,54,0.65625
1614198127.009365,55,0.6770833134651184
1614198127.980321,56,0.6770833134651184
1614198128.956095,57,0.7291666865348816
1614198129.928262,58,0.6979166865348816
1614198130.903054,59,0.65625
1614198131.874605,60,0.6770833134651184
1614198132.843132,61,0.65625
1614198133.813966,62,0.71875
1614198134.78435,63,0.6666666865348816
1614198135.755474,64,0.6458333134651184
1614198136.730713,65,0.6354166865348816
1614198137.707927,66,0.6979166865348816
1614198138.686134,67,0.6458333134651184
1614198139.655494,68,0.6770833134651184
1614198140.624108,69,0.7604166865348816
1614198141.594554,70,0.7083333134651184
1614198142.566962,71,0.6979166865348816
1614198143.538448,72,0.7083333134651184
1614198144.511816,73,0.6875
1614198145.482149,74,0.7083333134651184
1614198146.457427,75,0.7291666865348816
1614198147.432104,76,0.625
1614198148.4045372,77,0.6354166865348816
1614198149.376094,78,0.71875
1614198150.352838,79,0.6875
1614198151.327332,80,0.6875
1614198152.303151,81,0.7708333134651184
1614198153.277166,82,0.7395833134651184
1614198154.250757,83,0.6979166865348816
1614198155.224063,84,0.7395833134651184
1614198156.194858,85,0.7708333134651184
1614198157.170604,86,0.7083333134651184
1614198158.143555,87,0.6979166865348816
1614198159.112835,88,0.71875
1614198160.077382,89,0.6875
1614198161.050993,90,0.6875
1614198162.023915,91,0.71875
1614198162.999414,92,0.6875
1614198163.967688,93,0.7291666865348816
1614198164.942067,94,0.65625
1614198165.914779,95,0.6979166865348816
1614198166.888532,96,0.7083333134651184
1614198167.863186,97,0.7083333134651184
1614198168.8338487,98,0.75
1614198169.808472,99,0.7604166865348816
1614198170.786013,100,0.71875
1614198171.761766,101,0.6770833134651184
1614198172.735764,102,0.7291666865348816
1614198173.715097,103,0.7604166865348816
1614198174.698867,104,0.75
1614198175.67211,105,0.7395833134651184
1614198176.653288,106,0.6979166865348816
1614198177.6356428,107,0.7291666865348816
1614198178.618157,108,0.7083333134651184
1614198179.593041,109,0.8020833134651184
1614198180.5724952,110,0.7291666865348816
1614198181.543981,111,0.7395833134651184
1614198182.52069,112,0.7708333134651184
1614198183.4966307,113,0.6666666865348816
1614198184.477829,114,0.71875
1614198185.451939,115,0.7291666865348816
1614198186.4280293,116,0.71875
1614198187.402925,117,0.6979166865348816
1614198188.379038,118,0.7604166865348816
1614198189.360207,119,0.6875
1614198190.337702,120,0.6458333134651184
1614198191.313389,121,0.7291666865348816
1614198192.290053,122,0.6979166865348816
1614198193.267501,123,0.6979166865348816
1614198194.248578,124,0.7083333134651184
1614198195.225974,125,0.75
1614198196.201029,126,0.71875
1614198197.175729,127,0.7083333134651184
1614198198.1450963,128,0.78125
1614198199.124132,129,0.7604166865348816
1614198200.100051,130,0.75
1614198201.077653,131,0.7708333134651184
1614198202.058634,132,0.75
1614198203.038834,133,0.7395833134651184
1614198204.018723,134,0.6458333134651184
1614198204.995741,135,0.7395833134651184
1614198205.979139,136,0.7708333134651184
1614198206.958546,137,0.7604166865348816
1614198207.940306,138,0.7083333134651184
1614198208.92105,139,0.6979166865348816
1614198209.894336,140,0.6979166865348816
1614198210.876585,141,0.6875
1614198211.854718,142,0.6875
1614198212.828051,143,0.7604166865348816
1614198213.804397,144,0.7708333134651184
1614198214.782115,145,0.7083333134651184
1614198215.757025,146,0.7708333134651184
1614198216.731794,147,0.7291666865348816
1614198217.71292,148,0.75
1614198218.683782,149,0.7604166865348816
1614198219.658583,150,0.7604166865348816
1614198220.634569,151,0.78125
1614198221.608279,152,0.8020833134651184
1614198222.576105,153,0.7916666865348816
1614198223.552541,154,0.78125
1614198224.525852,155,0.7708333134651184
1614198225.50337,156,0.78125
1614198226.480695,157,0.7708333134651184
1614198227.45823,158,0.7604166865348816
1614198228.43821,159,0.7395833134651184
1614198229.419258,160,0.7708333134651184
1614198230.405538,161,0.8333333134651184
1614198231.3846447,162,0.75
1614198232.35869,163,0.7708333134651184
1614198233.348376,164,0.7604166865348816
1614198234.320128,165,0.71875
1614198235.296687,166,0.7395833134651184
1614198236.285249,167,0.7395833134651184
1614198237.267685,168,0.8125
1614198238.258328,169,0.7916666865348816
1614198239.242708,170,0.7604166865348816
1614198240.231924,171,0.71875
1614198241.207474,172,0.7604166865348816
1614198242.189569,173,0.78125
1614198243.168993,174,0.78125
1614198244.148152,175,0.78125
1614198245.132668,176,0.8229166865348816
1614198246.125563,177,0.8020833134651184
1614198247.120097,178,0.7604166865348816
1614198248.103315,179,0.78125
1614198249.0738492,180,0.8020833134651184
1614198250.051132,181,0.7916666865348816
1614198251.031265,182,0.7604166865348816
1614198252.010168,183,0.8333333134651184
1614198252.9951313,184,0.7916666865348816
1614198253.97135,185,0.8125
1614198254.955086,186,0.75
1614198255.940028,187,0.78125
1614198256.915887,188,0.7395833134651184
1614198257.894053,189,0.7708333134651184
1614198258.871107,190,0.78125
1614198259.853243,191,0.7604166865348816
1614198260.833952,192,0.75
1614198261.81617,193,0.7708333134651184
1614198262.794679,194,0.7916666865348816
1614198263.770759,195,0.8125
1614198264.747418,196,0.8020833134651184
1614198265.728415,197,0.7708333134651184
