Wall time,Step,Value
1614022771.8436108,0,0.3229166567325592
1614022772.64157,1,0.34375
1614022773.440065,2,0.46875
1614022774.233449,3,0.375
1614022775.026675,4,0.4375
1614022775.813938,5,0.3125
1614022776.602566,6,0.4166666567325592
1614022777.394902,7,0.4270833432674408
1614022778.178595,8,0.46875
1614022778.978654,9,0.46875
1614022779.798659,10,0.4895833432674408
1614022780.594844,11,0.5104166865348816
1614022781.39526,12,0.4791666567325592
1614022782.1935663,13,0.5208333134651184
1614022782.994209,14,0.4895833432674408
1614022783.788651,15,0.5416666865348816
1614022784.5853918,16,0.4375
1614022785.4068701,17,0.59375
1614022786.215679,18,0.59375
1614022787.019798,19,0.5625
1614022787.817934,20,0.59375
1614022788.63671,21,0.5416666865348816
1614022789.443184,22,0.5833333134651184
1614022790.242684,23,0.53125
1614022791.044924,24,0.53125
1614022791.848396,25,0.5625
1614022792.65566,26,0.5625
1614022793.466234,27,0.6145833134651184
1614022794.2599459,28,0.6041666865348816
1614022795.056037,29,0.5416666865348816
1614022795.865634,30,0.5833333134651184
1614022796.66254,31,0.59375
1614022797.476557,32,0.5833333134651184
1614022798.273185,33,0.59375
1614022799.074984,34,0.6770833134651184
1614022799.878825,35,0.59375
1614022800.687377,36,0.59375
1614022801.491787,37,0.6145833134651184
1614022802.296829,38,0.6458333134651184
1614022803.094603,39,0.6458333134651184
1614022803.8937232,40,0.6979166865348816
1614022804.695763,41,0.5833333134651184
1614022805.492903,42,0.6354166865348816
1614022806.305676,43,0.6041666865348816
1614022807.116599,44,0.6979166865348816
1614022807.913034,45,0.65625
1614022808.722704,46,0.7083333134651184
1614022809.532231,47,0.6770833134651184
1614022810.334968,48,0.6041666865348816
1614022811.151312,49,0.65625
1614022811.961306,50,0.6666666865348816
1614022812.766761,51,0.6666666865348816
1614022813.561476,52,0.71875
1614022814.365651,53,0.7291666865348816
1614022815.298315,54,0.6875
1614022816.106541,55,0.65625
1614022816.91973,56,0.6979166865348816
1614022817.72647,57,0.7395833134651184
1614022818.533732,58,0.7291666865348816
1614022819.344073,59,0.7395833134651184
1614022820.154594,60,0.7083333134651184
1614022820.964499,61,0.75
1614022821.77374,62,0.7083333134651184
1614022822.577443,63,0.7395833134651184
1614022823.377401,64,0.7291666865348816
1614022824.188595,65,0.7604166865348816
1614022824.991698,66,0.71875
1614022825.802482,67,0.7083333134651184
1614022826.603593,68,0.7395833134651184
1614022827.400502,69,0.71875
1614022828.191565,70,0.7083333134651184
1614022828.994717,71,0.71875
1614022829.80658,72,0.6875
1614022830.611671,73,0.65625
1614022831.401561,74,0.6979166865348816
1614022832.212372,75,0.7291666865348816
1614022833.0108259,76,0.8020833134651184
1614022833.808214,77,0.7708333134651184
1614022834.612893,78,0.7916666865348816
1614022835.414166,79,0.7916666865348816
1614022836.211106,80,0.6875
1614022837.018966,81,0.7604166865348816
1614022837.821617,82,0.59375
1614022838.619162,83,0.75
1614022839.423139,84,0.75
1614022840.2256923,85,0.8020833134651184
1614022841.032275,86,0.7708333134651184
1614022841.833528,87,0.8229166865348816
1614022842.629122,88,0.7604166865348816
1614022843.427746,89,0.78125
1614022844.22325,90,0.8229166865348816
1614022845.032612,91,0.7916666865348816
1614022845.833462,92,0.75
1614022846.633585,93,0.71875
1614022847.4338439,94,0.7604166865348816
1614022848.230897,95,0.78125
1614022849.030325,96,0.78125
1614022849.828709,97,0.8229166865348816
1614022850.631666,98,0.7291666865348816
1614022851.432013,99,0.8125
1614022852.231172,100,0.7916666865348816
1614022853.038631,101,0.8229166865348816
1614022853.836108,102,0.8229166865348816
1614022854.652055,103,0.8333333134651184
1614022855.449543,104,0.8125
1614022856.246708,105,0.8125
1614022857.046425,106,0.8854166865348816
1614022857.852868,107,0.8125
1614022858.656239,108,0.8333333134651184
1614022859.477463,109,0.71875
